# OpenSignals Text File Format
# {"00:07:80:79:6F:9D": {"sensor": ["CUSTOM/0.5/1.0/V"], "device name": "00:07:80:79:6F:9D", "sync interval": 2, "time": "17:53:44.456", "comments": "", "label": ["CH1"], "channels": [1], "date": "2015-4-27", "mode": 0, "firmware version": 514, "device": "bioplux", "position": 0, "sampling rate": 1000, "resolution": 12}}
# EndOfHeader
0	0	
1	2050	
2	3414	
3	3415	
4	3414	
5	3414	
6	3414	
7	3412	
8	3412	
9	3411	
10	3410	
11	3411	
12	3411	
13	3410	
14	3410	
15	3410	
16	3409	
17	3408	
18	3408	
19	3406	
20	3406	
21	3405	
22	3406	
23	3406	
24	3405	
25	3405	
26	3404	
27	3403	
28	3404	
29	3404	
30	3403	
31	3402	
32	3401	
33	3401	
34	3401	
35	3401	
36	3400	
37	3399	
38	3399	
39	3400	
40	3399	
41	3398	
42	3397	
43	3397	
44	3398	
45	3398	
46	3397	
47	3395	
48	3395	
49	3395	
50	3395	
51	3394	
52	3394	
53	3393	
54	3393	
55	3392	
56	3392	
57	3392	
58	3392	
59	3392	
60	3390	
61	3389	
62	3390	
63	3389	
64	3389	
65	3387	
66	3388	
67	3388	
68	3386	
69	3387	
70	3386	
71	3386	
72	3385	
73	3384	
74	3385	
75	3384	
76	3383	
77	3382	
78	3382	
79	3382	
80	3381	
81	3379	
82	3380	
83	3381	
84	3380	
85	3380	
86	3378	
87	3379	
88	3378	
89	3377	
90	3376	
91	3376	
92	3376	
93	3375	
94	3375	
95	3373	
96	3373	
97	3372	
98	3375	
99	3373	
100	3373	
101	3373	
102	3371	
103	3371	
104	3372	
105	3373	
106	3372	
107	3370	
108	3370	
109	3369	
110	3370	
111	3369	
112	3369	
113	3368	
114	3368	
115	3368	
116	3369	
117	3369	
118	3368	
119	3367	
120	3366	
121	3366	
122	3366	
123	3366	
124	3367	
125	3365	
126	3366	
127	3365	
128	3364	
129	3363	
130	3363	
131	3363	
132	3364	
133	3362	
134	3363	
135	3362	
136	3362	
137	3360	
138	3360	
139	3361	
140	3361	
141	3359	
142	3360	
143	3360	
144	3359	
145	3359	
146	3360	
147	3360	
148	3360	
149	3360	
150	3360	
151	3358	
152	3360	
153	3360	
154	3359	
155	3359	
156	3358	
157	3359	
158	3358	
159	3359	
160	3358	
161	3357	
162	3358	
163	3358	
164	3357	
165	3357	
166	3356	
167	3357	
168	3357	
169	3356	
170	3355	
171	3354	
172	3353	
173	3354	
174	3353	
175	3351	
176	3351	
177	3351	
178	3350	
179	3348	
180	3347	
181	3348	
182	3347	
183	3345	
184	3343	
185	3343	
186	3343	
187	3342	
188	3339	
189	3338	
190	3337	
191	3337	
192	3336	
193	3334	
194	3332	
195	3332	
196	3332	
197	3330	
198	3328	
199	3328	
200	3328	
201	3327	
202	3325	
203	3324	
204	3325	
205	3323	
206	3323	
207	3322	
208	3320	
209	3321	
210	3322	
211	3320	
212	3319	
213	3319	
214	3318	
215	3318	
216	3318	
217	3318	
218	3318	
219	3318	
220	3317	
221	3317	
222	3316	
223	3318	
224	3318	
225	3318	
226	3317	
227	3317	
228	3317	
229	3316	
230	3318	
231	3317	
232	3318	
233	3316	
234	3317	
235	3317	
236	3318	
237	3317	
238	3317	
239	3316	
240	3318	
241	3317	
242	3317	
243	3316	
244	3317	
245	3317	
246	3317	
247	3317	
248	3316	
249	3316	
250	3315	
251	3316	
252	3316	
253	3316	
254	3314	
255	3313	
256	3315	
257	3315	
258	3313	
259	3313	
260	3312	
261	3312	
262	3313	
263	3313	
264	3312	
265	3311	
266	3310	
267	3311	
268	3311	
269	3310	
270	3310	
271	3310	
272	3310	
273	3309	
274	3308	
275	3309	
276	3309	
277	3309	
278	3308	
279	3307	
280	3307	
281	3307	
282	3307	
283	3308	
284	3307	
285	3306	
286	3307	
287	3306	
288	3307	
289	3307	
290	3306	
291	3306	
292	3306	
293	3307	
294	3307	
295	3305	
296	3305	
297	3307	
298	3307	
299	3306	
300	3306	
301	3306	
302	3305	
303	3305	
304	3306	
305	3307	
306	3307	
307	3306	
308	3306	
309	3306	
310	3307	
311	3306	
312	3306	
313	3306	
314	3308	
315	3308	
316	3306	
317	3306	
318	3308	
319	3307	
320	3306	
321	3307	
322	3308	
323	3307	
324	3307	
325	3307	
326	3308	
327	3308	
328	3306	
329	3306	
330	3308	
331	3307	
332	3308	
333	3308	
334	3308	
335	3308	
336	3307	
337	3307	
338	3308	
339	3308	
340	3308	
341	3308	
342	3307	
343	3308	
344	3308	
345	3308	
346	3308	
347	3307	
348	3308	
349	3309	
350	3308	
351	3307	
352	3308	
353	3308	
354	3308	
355	3308	
356	3308	
357	3308	
358	3308	
359	3307	
360	3308	
361	3308	
362	3307	
363	3307	
364	3308	
365	3307	
366	3306	
367	3308	
368	3308	
369	3308	
370	3307	
371	3307	
372	3308	
373	3307	
374	3306	
375	3307	
376	3307	
377	3307	
378	3306	
379	3306	
380	3306	
381	3306	
382	3305	
383	3305	
384	3305	
385	3306	
386	3306	
387	3305	
388	3304	
389	3304	
390	3305	
391	3305	
392	3304	
393	3304	
394	3304	
395	3305	
396	3304	
397	3305	
398	3304	
399	3304	
400	3304	
401	3305	
402	3304	
403	3303	
404	3303	
405	3304	
406	3305	
407	3304	
408	3303	
409	3304	
410	3304	
411	3304	
412	3304	
413	3303	
414	3303	
415	3303	
416	3303	
417	3303	
418	3303	
419	3303	
420	3302	
421	3301	
422	3302	
423	3303	
424	3303	
425	3302	
426	3302	
427	3301	
428	3300	
429	3301	
430	3302	
431	3301	
432	3301	
433	3301	
434	3301	
435	3301	
436	3301	
437	3300	
438	3299	
439	3300	
440	3299	
441	3297	
442	3296	
443	3298	
444	3298	
445	3296	
446	3295	
447	3296	
448	3296	
449	3296	
450	3294	
451	3294	
452	3294	
453	3295	
454	3294	
455	3293	
456	3293	
457	3293	
458	3292	
459	3291	
460	3291	
461	3291	
462	3291	
463	3290	
464	3289	
465	3289	
466	3289	
467	3288	
468	3286	
469	3286	
470	3286	
471	3286	
472	3286	
473	3285	
474	3284	
475	3284	
476	3284	
477	3283	
478	3282	
479	3281	
480	3282	
481	3281	
482	3281	
483	3279	
484	3280	
485	3280	
486	3278	
487	3276	
488	3276	
489	3277	
490	3277	
491	3276	
492	3274	
493	3273	
494	3275	
495	3274	
496	3272	
497	3272	
498	3272	
499	3271	
500	3270	
501	3270	
502	3270	
503	3270	
504	3269	
505	3268	
506	3267	
507	3267	
508	3268	
509	3266	
510	3264	
511	3264	
512	3265	
513	3264	
514	3263	
515	3264	
516	3264	
517	3263	
518	3262	
519	3262	
520	3262	
521	3261	
522	3260	
523	3260	
524	3261	
525	3259	
526	3258	
527	3257	
528	3259	
529	3257	
530	3257	
531	3258	
532	3257	
533	3256	
534	3255	
535	3256	
536	3255	
537	3255	
538	3253	
539	3253	
540	3254	
541	3255	
542	3254	
543	3253	
544	3252	
545	3251	
546	3251	
547	3251	
548	3252	
549	3251	
550	3250	
551	3250	
552	3250	
553	3248	
554	3248	
555	3249	
556	3249	
557	3247	
558	3246	
559	3247	
560	3247	
561	3247	
562	3245	
563	3245	
564	3246	
565	3244	
566	3244	
567	3245	
568	3244	
569	3242	
570	3243	
571	3244	
572	3242	
573	3242	
574	3244	
575	3241	
576	3240	
577	3240	
578	3242	
579	3242	
580	3240	
581	3238	
582	3240	
583	3240	
584	3238	
585	3238	
586	3239	
587	3238	
588	3237	
589	3238	
590	3238	
591	3237	
592	3235	
593	3237	
594	3235	
595	3234	
596	3236	
597	3235	
598	3234	
599	3233	
600	3233	
601	3234	
602	3233	
603	3233	
604	3232	
605	3232	
606	3232	
607	3231	
608	3230	
609	3230	
610	3231	
611	3231	
612	3230	
613	3229	
614	3229	
615	3230	
616	3230	
617	3229	
618	3228	
619	3228	
620	3227	
621	3228	
622	3228	
623	3227	
624	3228	
625	3226	
626	3226	
627	3227	
628	3227	
629	3226	
630	3227	
631	3225	
632	3225	
633	3225	
634	3225	
635	3225	
636	3225	
637	3223	
638	3223	
639	3223	
640	3223	
641	3224	
642	3224	
643	3223	
644	3223	
645	3222	
646	3221	
647	3222	
648	3222	
649	3222	
650	3222	
651	3222	
652	3221	
653	3221	
654	3221	
655	3222	
656	3222	
657	3222	
658	3221	
659	3220	
660	3221	
661	3220	
662	3220	
663	3221	
664	3220	
665	3220	
666	3219	
667	3219	
668	3219	
669	3220	
670	3220	
671	3219	
672	3218	
673	3218	
674	3219	
675	3218	
676	3218	
677	3217	
678	3217	
679	3217	
680	3217	
681	3217	
682	3216	
683	3215	
684	3216	
685	3216	
686	3216	
687	3215	
688	3214	
689	3214	
690	3215	
691	3214	
692	3213	
693	3212	
694	3213	
695	3212	
696	3213	
697	3214	
698	3212	
699	3212	
700	3212	
701	3211	
702	3211	
703	3210	
704	3211	
705	3211	
706	3210	
707	3209	
708	3208	
709	3207	
710	3207	
711	3208	
712	3208	
713	3208	
714	3206	
715	3205	
716	3206	
717	3206	
718	3207	
719	3206	
720	3205	
721	3204	
722	3203	
723	3203	
724	3204	
725	3203	
726	3203	
727	3202	
728	3201	
729	3202	
730	3201	
731	3202	
732	3201	
733	3200	
734	3199	
735	3200	
736	3200	
737	3200	
738	3199	
739	3198	
740	3198	
741	3197	
742	3196	
743	3197	
744	3198	
745	3197	
746	3197	
747	3196	
748	3195	
749	3195	
750	3195	
751	3195	
752	3195	
753	3194	
754	3193	
755	3192	
756	3191	
757	3192	
758	3193	
759	3193	
760	3192	
761	3191	
762	3191	
763	3191	
764	3192	
765	3190	
766	3190	
767	3189	
768	3190	
769	3190	
770	3189	
771	3188	
772	3189	
773	3188	
774	3189	
775	3189	
776	3187	
777	3187	
778	3186	
779	3186	
780	3186	
781	3187	
782	3186	
783	3185	
784	3185	
785	3184	
786	3185	
787	3186	
788	3185	
789	3183	
790	3183	
791	3184	
792	3183	
793	3184	
794	3183	
795	3181	
796	3182	
797	3182	
798	3183	
799	3182	
800	3181	
801	3180	
802	3180	
803	3181	
804	3180	
805	3179	
806	3179	
807	3178	
808	3179	
809	3179	
810	3178	
811	3179	
812	3177	
813	3176	
814	3176	
815	3177	
816	3177	
817	3176	
818	3175	
819	3174	
820	3173	
821	3174	
822	3174	
823	3174	
824	3173	
825	3172	
826	3172	
827	3172	
828	3171	
829	3171	
830	3169	
831	3171	
832	3171	
833	3170	
834	3168	
835	3168	
836	3168	
837	3168	
838	3168	
839	3167	
840	3165	
841	3165	
842	3167	
843	3167	
844	3164	
845	3164	
846	3165	
847	3165	
848	3163	
849	3162	
850	3162	
851	3163	
852	3163	
853	3161	
854	3161	
855	3161	
856	3160	
857	3160	
858	3159	
859	3161	
860	3159	
861	3158	
862	3157	
863	3158	
864	3157	
865	3157	
866	3156	
867	3156	
868	3156	
869	3155	
870	3155	
871	3155	
872	3154	
873	3153	
874	3153	
875	3153	
876	3152	
877	3151	
878	3152	
879	3152	
880	3151	
881	3149	
882	3150	
883	3151	
884	3149	
885	3147	
886	3148	
887	3149	
888	3148	
889	3146	
890	3147	
891	3146	
892	3147	
893	3145	
894	3144	
895	3144	
896	3144	
897	3144	
898	3143	
899	3142	
900	3142	
901	3142	
902	3143	
903	3142	
